Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
19700166519,International Archives of Medicine,17557682,,,0.237,0.634
29224,International Archives of Occupational and Environmental Health,3400131,14321246,2.18,1.018,1.139
21100200823,International Archives of Otorhinolaryngology,18099777,18094864,1.05,0.468,0.879
21100244228,International Area Studies Review,22338659,,0.54,0.345,0.813
21100438730,International Association of Scientific Hydrology. Bulletin,206024,,,,
30051,International Atomic Energy Agency bulletin,206067,,0.01,0.101,
35972,International Biodeterioration,2653036,,,,
16052,International Biodeterioration and Biodegradation,9648305,,3.75,1.086,1.485
21100787102,International Biomechanics,,23335432,1.55,0.553,0.811
19930,International Braz J Urol: official journal of the Brazilian Society of Urology,16775538,16776119,0.81,0.367,0.578
5800179586,International Breastfeeding Journal,17464358,,2.53,0.913,1.422
25597,International Bulk Journal,2601087,,0,0.102,
21100855751,International Bulletin of Mission Research,23969393,23969407,,,
20500195404,International Bulletin of Missionary Research,2726122,,0.14,0.247,0.315
21100298613,International Business and Management,1876066X,,0.33,0.102,0
19300157107,International Business Management,19935250,,,0.115,0.545
23665,International Business Review,9695931,,3.2,1.012,1.61
21100854835,International Cancer Conference Journal,,21923183,,,0
21100227428,International Cardiovascular Research Journal,22519130,22519149,0.52,0.213,0.363
15993,International Carpet Bulletin,2682966,,,,
15994,International Carpet Yearbook,13575201,,,,
14856,International Clinical Psychopharmacology,2681315,,2.62,1.086,0.987
4000152138,International Commentary on Evidence,15544567,,0,0.105,0
19500157001,International Commerce Review,18645739,18645747,,,
4700152207,International Communication Gazette,17480485,17480493,1.02,0.472,0.909
20422,International Communications in Heat and Mass Transfer,7351933,,4.55,1.553,1.581
7200153129,International Community Law Review,18719740,18719732,0.06,0.111,0.059
21100407611,International Comparative Social Studies,15684474,,,,
21100285411,International Conference on Geoinformatics,2161024X,,0.1,0.107,0.07
21100286309,"International Conference on Systems Biology, ISB",23250704,,,0.18,0.068
18337,International Congress and Symposium Series - Royal Society of Medicine,1422367,,,,
16196,International Construction,206415,,,,
90291,International Contact Lens Clinic,8928967,,,,
5600153394,International Criminal Justice Review,10575677,,1.1,0.529,0.936
5700164027,International Criminal Law Review,1567536X,,0.39,0.481,0.632
21100463110,International Criminal Law Series,22132724,,,,
51565,International Dairy Journal,9586946,,2.21,1.051,1.031
51207,International demographics,7315414,,,,
25609,International Dental Journal,206539,,1.52,0.637,1.22
50171,International Development Planning Review,14746743,,1.41,0.787,1.087
69830,International digest of health legislation,206563,,,,
37252,International Disability Studies,2599147,,,,
19900192735,International Drug Discovery,21504792,21504806,,,
15996,International Dyer,0020658X,,0.06,0.124,0.053
22691,International Economic Journal,10168737,,0.4,0.199,0.318
23666,International Economic Review,206598,14682354,1.88,3.188,2.003
21100248925,International Economics,21107017,,1.25,0.451,0.812
145054,International Economics and Economic Policy,16124804,16124812,0.71,0.244,0.769
145259,International Education Journal,14431475,,0.46,0.219,0.343
21100201982,International Education Studies,19139020,,,0.193,1.647
12060,International Electronic Journal for Leadership in Learning,12069620,,,,
21100792814,International Electronic Journal of Algebra,,13066048,0.17,0.107,0.648
19700176214,International Electronic Journal of Elementary Education,13079298,,0.5,0.275,0.851
17700156703,International Electronic Journal of Mathematics Education,13063030,,0.84,0.153,4.317
11700154303,International Emergency Nursing,1755599X,,1.08,0.461,0.727
25610,International Endodontic Journal,1432885,13652591,3.08,1.791,1.781
26650,International Energy Journal,1513718X,,0.53,0.193,0.401
4700152631,International Entrepreneurship and Management Journal,15547191,,2.76,0.746,1.448
69382,International Environmental Affairs,10414665,,,,
22743,"International Environmental Agreements: Politics, Law and Economics",15679764,15731553,2.04,0.847,1.017
21100391400,International Eye Science,16725123,,0.03,0.109,0.021
27509,International Family Planning Perspectives,1903187,,,,
5700161890,International Feminist Journal of Politics,14616742,,1.03,0.557,0.824
15998,International Fiber Journal,1049801X,,,,
16000154781,International Fiction Review,3154149,,,,
16904,International Finance,13670271,14682362,0.78,0.868,0.902
4100151544,International Finance Review,15693767,,0.37,0.13,0.343
91636,International Food and Agribusiness Management Review,10967508,,0.88,0.325,0.742
13000154721,International Food Research Journal,19854668,,0.76,0.296,0.603
22822,International Forestry Review,14655489,,1.3,0.497,0.613
21100202148,International Forum of Allergy and Rhinology,20426976,20426984,2.26,1.345,1.077
14869,International Forum of Psychoanalysis,0803706X,16512324,0.23,0.33,0.454
14000155911,International Gambling Studies,14459795,,2.1,0.775,0.999
12753,International Game Theory Review,2191989,,0.34,0.236,0.495
27522,International Geology Review,206814,,2.69,1.602,1.194
19700176048,International Geophysics,746142,,,0.107,0.023
22025,International Glass Journal,11235063,,,,
56666,International Ground Water Technology,10893660,,,,
19500156817,International Health,18763413,,1.52,0.851,0.712
3900148506,International Heart Journal,13492365,13493299,1.77,0.749,0.908
19400158374,International Heat Treatment and Surface Engineering,17495148,17495156,,0.162,0.616
35474,International Hepatology Communications,9284346,,,,
77244,International history of nursing journal : IHNJ,13601105,,,,
15344,International History Review,7075332,,0.47,0.373,1.135
21100784268,International Human Rights Law Review,22131027,22131035,0.18,0.147,0.79
21100406310,International Humanitarian Law Series,13896776,,,,
145622,International Hydrocarbon,14640309,,,,
96892,International Hydrographic Review,206946,,,,
21245,International Immunology,9538178,14602377,4.27,2.167,1.117
22432,International Immunopharmacology,15675769,,3.16,1.051,0.974
12749,International Information and Library Review,10572317,10959297,0.24,0.171,0.218
21100217635,International Insolvency Review,11800518,10991107,0.44,0.271,0.715
21100786461,"International Institute for Conservation of Historic and Artistic Works, Bulletin of the American Group",5350867,,,,
21100211723,International Institute of Administrative Sciences Monographs,13824414,18798446,,,
25794,International Interactions,3050629,15477444,1.01,1.382,0.807
25795,International Journal,207020,,0.46,0.218,0.532
19900193629,International Journal Bioautomation,13141902,13142321,0.56,0.231,0.489
19700188332,International Journal for Academic Development,1360144X,14701324,1.17,1.109,1.161
37286,International Journal for Artificial Intelligence in Engineering,2679264,,,,
21100818511,International Journal for Court Administration,,21567964,0.18,0.103,0
21100407545,"International Journal for Crime, Justice and Social Democracy",22027998,22028005,0.93,0.357,0.794
145468,International Journal for Educational and Vocational Guidance,2512513,15731782,0.81,0.417,0.678
26693,International Journal for Engineering Modelling,13301365,,0.71,0.189,0.554
21461,International Journal for Equity in Health,14759276,,2.04,1.04,1.199
13891,International Journal for Housing Science and Its Applications,1466518,,0.15,0.122,0.095
14500154746,International Journal for Ion Mobility Spectrometry,14356163,18654584,1.28,0.692,0.559
21100447810,International Journal for Lesson and Learning Studies,20468253,20468261,0.86,0.324,0.827
4700151736,International Journal for Multiscale Computational Engineering,15431649,,1.18,0.452,0.68
16214,International Journal for Numerical and Analytical Methods in Geomechanics,3639061,,2.71,1.452,1.754
19700174683,International Journal for Numerical Methods in Biomedical Engineering,20407939,,2.73,1.021,1.221
12336,International Journal for Numerical Methods in Engineering,295981,10970207,2.88,1.623,1.493
18534,International Journal for Numerical Methods in Fluids,2712091,10970363,2.2,1.183,1.409
22379,International Journal for Parasitology,207519,,3.51,1.638,1.346
21100197941,International Journal for Parasitology: Drugs and Drug Resistance,22113207,,3.81,1.556,1.318
21100228130,International Journal for Parasitology: Parasites and Wildlife,22132244,,3.07,1.455,1.546
4700152619,International Journal for Philosophy of Religion,207047,,0.31,0.354,1.032
14734,International Journal for Quality in Health Care,13534505,14643677,2.43,1.348,1.474
21100301410,International Journal for Quality Research,18006450,18007473,1.34,0.431,1.21
12100154821,International Journal for Radiation Physics and Chemistry,207055,,,,
21100828652,International Journal for Simulation and Multidisciplinary Design Optimization,,17796288,,,
21100268400,International Journal for Technology in Mathematics Education,17442710,,0.36,0.236,0.934
12062,International Journal for the Advancement of Counselling,1650653,15733246,0.63,0.267,0.443
21100228552,International Journal for the History of Engineering and Technology,17581206,17581214,0.12,0.111,0.385
29481,International Journal for the Joining of Materials,9056866,,,,
145539,International Journal for the Semiotics of Law,9528059,,0.4,0.225,0.802
21100775043,International Journal for the Study of New Religions,20419511,2041952X,0,0.103,0
21100404509,International Journal for the Study of Skepticism,22105697,22105700,0.16,0.161,0.479
19700201210,International journal for the Study of the Christian Church,1474225X,17470234,0.19,0.112,0.3
21100415545,International Journal for Uncertainty Quantification,21525080,21525099,1.52,0.531,0.8
22433,International Journal for Vitamin and Nutrition Research,3009831,,,0.518,0.886
19900192586,International Journal of  Bio-Science and Bio-Technology,22337849,,,0.136,0.582
19700186834,International Journal of Abrasive Technology,17522641,1752265X,0.35,0.279,0.237
20430,International Journal of Acarology,1647954,,0.97,0.553,0.829
29804,International Journal of Accounting,10944060,,0.95,0.498,1.099
19900191718,International Journal of Accounting and Information Management,18347649,,1.09,0.275,0.946
29806,International Journal of Accounting Information Systems,14670895,,1.7,0.399,1.462
4700152235,"International Journal of Accounting, Auditing and Performance Evaluation",17408008,17408016,0.15,0.14,0.195
20426,International Journal of Acoustics and Vibrations,10275851,,0.52,0.175,0.336
19400156802,International Journal of Action Research,18611303,18619916,0.33,0.135,0.393
5800179613,International Journal of Ad Hoc and Ubiquitous Computing,17438225,17438233,0.8,0.21,0.58
17960,International Journal of Adaptive Control and Signal Processing,8906327,10991115,2.48,0.915,1.162
13639,International Journal of Adhesion and Adhesives,1437496,,2.4,0.926,1.517
25201,International Journal of Adolescence and Youth,2673843,,0.8,0.295,0.653
15071,International Journal of Adolescent Medicine and Health,3340139,21910278,0.68,0.381,0.506
21100773816,"International Journal of Adult, Community and Professional Learning",23286318,23286296,0.02,0.1,0
21100856144,International Journal of Advanced Computer Research,22497277,22777970,,,
21100867241,International Journal of Advanced Computer Science and Applications,2158107X,21565570,,,
20400195003,International Journal of Advanced Intelligence Paradigms,17550386,17550394,0.66,0.144,0.78
20428,International Journal of Advanced Manufacturing Technology,2683768,14333015,2.8,0.994,1.697
21100204514,International Journal of Advanced Mechatronic Systems,17568412,17568420,0.41,0.132,0.444
4700152437,International Journal of Advanced Media and Communication,14624613,,0.12,0.124,0.358
21100394268,International Journal of Advanced Operations Management,1758938X,17589398,0.45,0.163,0.158
144749,International Journal of Advanced Robotic Systems,17298806,17298814,1.26,0.327,0.759
21100829147,International Journal of Advanced Science and Technology,20054238,22076360,,,
21100466223,International Journal of Advanced Structural Engineering,20083556,20086695,0.84,0.399,0.789
19700200841,International Journal of Advancements in Computing Technology,20058039,,,,
21100853528,International Journal of Advances in Pharmaceutical Research,22497226,22307583,,0.104,0
19700188318,International Journal of Advances in Pharmaceutical Sciences,9761055,,,,
21100198549,International Journal of Advances in Rheumatology,1478856X,,,,
21100201505,International Journal of Advances in Soft Computing and its Applications,20748523,,0.75,0.18,0.615
10600153348,International Journal of Advertising,2650487,,2.27,1.282,1.345
19700201164,International Journal of Aeroacoustics,1475472X,,1.04,0.284,0.728
20500195078,International Journal of Aeronautical and Space Sciences,2093274X,20932480,0.73,0.264,0.596
19900191986,International Journal of Aerospace Engineering,16875966,16875974,1.03,0.232,0.721
19700202604,International Journal of Aerospace Innovations,17572258,17572266,,,
21100356783,International Journal of Africa Nursing Sciences,22141391,,1.18,0.396,0.908
21100782392,International Journal of African Renaissance Studies,18186874,17537274,0.24,0.119,0.337
12900154715,International Journal of Ageing and Later Life,16528670,,1.14,0.483,0.6
17100154707,International Journal of Agent-Oriented Software Engineering,17461375,17461383,,,
145550,International Journal of Agile Manufacturing,15362639,,,,
21100394266,International Journal of Agile Systems and Management,17419174,17419182,3.02,0.878,0.598
29163,International Journal of Aging and Human Development,914150,15413535,0.97,0.456,0.682
19700183006,International Journal of Agricultural and Biological Engineering,19346344,19346352,1.44,0.408,0.882
21100207605,International Journal of Agricultural and Environmental Information Systems,19473192,19473206,0.94,0.157,0.963
19700182104,International Journal of Agricultural and Statistical Sciences,9731903,9763392,0.05,0.169,0.137
21100842861,International Journal of Agricultural Management,,20473710,,,
7200153152,International Journal of Agricultural Research,18164897,,,0.145,0.669
75950,"International Journal of Agricultural Resources, Governance and Ecology",14624605,,0.3,0.152,0.316
11600154149,International Journal of Agricultural Sustainability,14735903,1747762X,1.91,0.667,0.959
10900153321,International Journal of Agriculture and Biology,15608530,18149596,0.94,0.354,0.731
21100370443,International Journal of Agronomy,16878159,16878167,0.82,0.311,0.838
19500157457,International journal of air and water pollution,0367682X,,,,
21100429738,International Journal of Air-Conditioning and Refrigeration,20101325,20101333,1.26,0.561,1.048
23230,International Journal of Algebra and Computation,2181967,,0.56,0.635,0.866
21100205989,International Journal of Alternative Propulsion,14710234,17418011,,,
19700177306,International Journal of Alzheimer's Disease,20908024,20900252,2.61,0.787,0.986
19700186849,International Journal of Ambient Computing and Intelligence,19416237,19416245,2,0.161,0.805
26672,International Journal of Ambient Energy,1430750,,0.83,0.355,0.36
5800164138,International Journal of American Linguistics,207071,,1.1,0.223,1.098
21100241765,International Journal of Analytical Chemistry,16878760,16878779,1.14,0.285,0.623
19932,International Journal of Andrology,1056263,13652605,,,
70545,"International Journal of Andrology, Supplement",1061607,,,,
23761,International Journal of Angiology,10611711,16155939,0.59,0.279,0.444
19700186861,International Journal of Antennas and Propagation,16875869,16875877,1.02,0.233,0.602
95009,International Journal of Anthropology,3939383,,,,
19757,International Journal of Antimicrobial Agents,9248579,,3.54,1.699,1.397
19700201204,International Journal of Applied Aviation Studies,15463214,,,,
21100218545,International Journal of Applied Business and Economic Research,9727302,,,0.323,0.516
13088,International Journal of Applied Ceramic Technology,1546542X,,1.21,0.378,0.684
19700173002,International Journal of Applied Chemistry,9731792,9739734,,0.119,0.287
21100198552,International Journal of Applied Cryptography,17530563,17530571,2.67,0.455,2.385
17700156204,International Journal of Applied Decision Sciences,17558077,17558085,0.8,0.275,0.292
39563,International Journal of Applied Earth Observation and Geoinformation,15698432,,4.46,1.591,1.846
17961,International Journal of Applied Electromagnetics and Mechanics,13835416,,0.95,0.304,0.783
58300,International Journal of Applied Electromagnetics in Materials,9252096,,,,
21100217234,International Journal of Applied Engineering Research,9734562,,,0.199,0.484
19400157517,International Journal of Applied Environmental Sciences,9736077,9740260,,,
21100207607,International Journal of Applied Geospatial Research,19479654,19479662,0.37,0.208,0.236
21100239623,International Journal of Applied Glass Science,20411286,20411294,2.01,0.582,1.113
100147329,International Journal of Applied Linguistics,8026106,,0.63,0.512,0.6
21100422125,International Journal of Applied Linguistics and English Literature,22003592,22003452,,0.116,0.269
21100198214,International Journal of Applied Management Science,17558913,17558921,0.42,0.229,0.52
21100841738,International Journal of Applied Mathematics,13111728,13148060,,,
4500151509,International Journal of Applied Mathematics and Computer Science,1641876X,,2.2,0.729,1.604
19200156937,International Journal of Applied Mathematics and Statistics,9731377,,,,
19900192310,International Journal of Applied Mechanics,17588251,1758826X,2.14,0.793,0.886
21100464514,International Journal of Applied Mechanics and Engineering,17344492,23539003,0.39,0.153,0.331
21100858129,International Journal of Applied Metaheuristic Computing,19478283,19478291,,,
19900192174,International Journal of Applied Pharmaceutics,9757058,,1.35,1.209,1.298
17900156713,International Journal of Applied Psychoanalytic Studies,17423341,,0.17,0.211,0.43
32034,International Journal of Applied Radiation and Isotopes,0020708X,,,,
19900193502,International Journal of Applied Research in Natural Products,19406223,,,0.16,0.472
19500157311,International Journal of Applied Research in Veterinary Medicine,15422666,,0.37,0.248,0.308
21100822732,International Journal of Applied Science and Engineering,17272394,17277841,0.18,0.109,0.061
19700186899,International Journal of Applied Systemic Studies,17510589,17510597,0.2,0.129,0.204
39299,International Journal of Applied Thermodynamics,13019724,,0.64,0.233,0.373
24286,International Journal of Approximate Reasoning,0888613X,18734731,2.8,0.866,1.718
21100211363,International Journal of Aquatic Research and Education,19329997,,0.54,0.223,0.561
21100818509,International Journal of Arabic-English Studies,16800982,,0,0.102,0
21100258855,"International Journal of Architectonic, Spatial, and Environmental Design",23251662,23251670,0.07,0.123,0.134
19900192316,International Journal of Architectural Computing,14780771,,0.34,0.213,0.516
19700181322,International Journal of Architectural Heritage,15583058,,1.59,0.744,1.429
91371,International Journal of Aromatherapy,9624562,15322106,,,
5900152813,International Journal of Art and Design Education,14768062,,0.36,0.194,0.699
12100156481,International Journal of Art Therapy,17454832,,0.8,0.41,1.194
19600166036,International Journal of Artificial Intelligence,9740635,,2.05,0.619,1.562
19600156811,International Journal of Artificial Intelligence in Education,15604292,15604306,2.91,0.611,1.879
14737,International Journal of Artificial Organs,3913988,,1.33,0.431,0.664
21100199535,International Journal of Arts and Technology,17548853,,0.54,0.225,0.472
21100206265,International Journal of Arts Management,14808986,,0.64,0.259,0.927
21100823283,International Journal of Asian Business and Information Management,19479638,19479646,,,
5700167148,International Journal of Asian Studies,14795914,,0.18,0.143,0.29
19900191907,International Journal of Asia-Pacific Studies,,18236243,0.27,0.15,0.312
21100258624,International Journal of Assessment and Evaluation,23278692,23277920,0.06,0.101,0.112
4700152725,International Journal of Astrobiology,14735504,,1.26,0.548,0.562
19700174951,International Journal of Atherosclerosis,18092942,,,,
21100199851,International Journal of Athletic Therapy and Training,21577285,,0.22,0.136,0.119
13738,International Journal of Audiology,14992027,17088186,1.83,1.017,1.063
19900192136,International Journal of Auditing,10906738,10991123,1.08,0.382,0.847
5200152703,International Journal of Automation and Computing,14768186,,1.7,0.455,1.102
19700186851,International Journal of Automation and Control,17407516,17407524,0.7,0.189,0.489
21100327713,International Journal of Automation and Smart Technology,,22239766,0.34,0.141,0.333
21100197318,International Journal of Automation Technology,18817629,18838022,0.81,0.435,0.815
21100235622,International Journal of Automotive and Mechanical Engineering,22298649,21801606,2.27,0.576,0.848
21100447815,International Journal of Automotive Engineering,21850984,21850992,0.62,0.169,0.675
4700152264,International Journal of Automotive Technology,12299138,,1.73,0.676,1.389
23977,International Journal of Automotive Technology and Management,14709511,,0.82,0.374,0.534
20400195011,International Journal of Autonomous and Adaptive Communications Systems,17548632,17548640,0.24,0.128,0.208
21609,International Journal of Aviation Psychology,10508414,15327108,0.62,0.242,1.279
21100809809,"International Journal of Aviation, Aeronautics, and Aerospace",,23746793,0.42,0.174,0.52
19900193266,International Journal of Ayurveda Research,9747788,0974925X,,,
145229,International Journal of Bank Marketing,2652323,,2.7,0.654,1.484
21100198553,"International Journal of Banking, Accounting and Finance",17553830,17553849,0.3,0.137,0.194
14871,International Journal of Behavioral Development,1650254,14640651,2.11,1.188,1.248
14873,International Journal of Behavioral Medicine,10705503,15327558,1.92,0.859,0.953
14875,International Journal of Behavioral Nutrition and Physical Activity,14795868,,5.64,2.626,2.14
21100870922,International Journal of Behavioral Science,19064675,,,,
21100421501,International Journal of Behavioural and Healthcare Research,17553539,17553547,,,
12337,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,2181274,,1.64,0.568,0.714
145220,International Journal of Bilingual Education and Bilingualism,13670050,,1.18,0.659,0.726
5700178973,International Journal of Bilingualism,13670069,,1.18,0.529,1.144
39333,International Journal of Biochemistry,0020711X,,,,
17542,International Journal of Biochemistry and Cell Biology,13572725,,3.34,1.492,0.877
19700188407,International Journal of Biochemistry and Molecular Biology,21524114,,,0.306,0.398
85552,International Journal of Bio-Chromatography,10680659,,,,
11000153763,International Journal of Bioclimatology Biometeorology,3678253,,,,
4500151520,International Journal of Biodiversity Science and Management,17451590,17451604,,,
19700182802,"International Journal of Biodiversity Science, Ecosystems Services and Management",21513732,21513740,1.6,0.556,0.643
4400151606,International Journal of Bioinformatics Research and Applications,17445485,17445493,0.5,0.157,0.266
21100203119,International Journal of Bio-Inspired Computation,17580366,17580374,3.53,0.721,1.87
15500154707,International Journal of Biological Chemistry,1819155X,,,0.152,0.177
17544,International Journal of Biological Macromolecules,1418130,,4.11,0.917,1.307
29495,International Journal of Biological Markers,3936155,,1.34,0.545,0.393
38891,International Journal of Biological Research in Pregnancy,1738593,,,,
4400151713,International Journal of Biological Sciences,14492288,,4.35,1.686,1.173
21100381259,International Journal of Biology and Biomedical Engineering,19984510,,0.34,0.118,0.178
19900192031,International Journal of Biomaterials,16878787,16878795,2.41,0.511,1.037
21100198432,International Journal of Biomathematics,17935245,17937159,0.99,0.377,0.558
38274,International Journal of Bio-Medical Computing,207101,,,,
19700186853,International Journal of Biomedical Engineering and Technology,17526418,17526426,0.53,0.205,0.383
4000150002,International Journal of Biomedical Imaging,16874188,16874196,2.11,0.501,0.991
21100421502,International Journal of Biomedical Nanoscience and Nanotechnology,17560799,17560802,,,
19700174967,International Journal of Biomedical Science,15509702,15552810,,0.333,0.765
13506,International Journal of Biometeorology,207128,14321254,2.51,0.897,1.22
17700155303,International Journal of Biometrics,17558301,1755831X,0.47,0.155,0.186
21100857214,International Journal of Bioprinting,,24248002,,,
29498,International Journal of Biosciences and the Law,1353274X,,,,
4000152132,International Journal of Biostatistics,2194573X,15574679,0.97,1.15,1.022
16056,International Journal of Biotechnology,9636048,17415020,1.1,0.269,0.875
110115,International Journal of Biotronics,13484478,,,,
4700152857,International Journal of Botany,18119700,18119719,0.64,0.16,1.09
21100453533,International Journal of Breast Cancer,20903170,20903189,2.21,1.025,0.914
21100805800,International Journal of Building Pathology and Adaptation,,23984708,1.01,0.333,0.746
21100210915,International Journal of Business,10834346,,0.34,0.125,0.438
21100858510,International Journal of Business Analytics,23344547,23344555,,,
21100236611,International Journal of Business and Globalisation,17533627,17533635,0.73,0.263,0.7
19700200704,International Journal of Business and Management Science,18376614,1985692X,0.6,0.118,0.392
19600162006,International Journal of Business and Society,15116670,,0.52,0.174,0.467
21100314708,International Journal of Business and Systems Research,1751200X,17512018,0.08,0.104,0.072
21100852014,International Journal of Business Communication,23294884,23294892,2.18,0.866,1.54
12100156732,International Journal of Business Data Communications and Networking,15480631,1548064X,0.23,0.115,0.09
21100836589,International Journal of Business Environment,17400589,17400597,,,
17700155302,International Journal of Business Excellence,17560047,17560055,1.39,0.274,0.938
4400151407,International Journal of Business Governance and Ethics,14779048,1741802X,0.33,0.171,0.14
3900148214,International Journal of Business Information Systems,17460972,17460980,1.11,0.266,0.688
11200153572,International Journal of Business Innovation and Research,17510252,,1.12,0.28,0.668
4100151706,International Journal of Business Intelligence and Data Mining,17438187,17438195,1.63,0.249,1.161
21100825851,International Journal of Business Performance and Supply Chain Modelling,17589401,1758941X,0.42,0.18,0.314
4200151514,International Journal of Business Performance Management,13684892,17415039,0.58,0.197,0.647
4700152810,International Journal of Business Process Integration and Management,17418763,17418771,0.58,0.149,0.813
21100322426,International Journal of Business Research,15551296,,,0.12,0.163
18300156715,International Journal of Business Science and Applied Management,17530296,,0.79,0.19,0.607
29873,International Journal of Cancer,207136,10970215,6.4,3.152,2.182
21100831023,International Journal of Cancer Management,25384422,2538497X,1.11,0.402,0.634
8000153135,International Journal of Cancer Prevention,15541134,,,,
4400151502,International Journal of Cancer Research,18119727,18119735,0.33,0.142,0.15
21100215182,International Journal of Cancer Research and Prevention,15541134,,0.06,0.104,0.019
29875,International journal of cancer. Supplement = Journal international du cancer. Supplement,8986924,,,,
110116,International Journal of Cardiac Imaging,1679899,,,,
23774,International Journal of Cardiology,1675273,,1.76,1.2,0.854
37971,International Journal of Cardiovascular Imaging,15695794,15730743,1.72,0.833,0.691
23779,International Journal of Cardiovascular Interventions,14628848,14711796,,,
21100413740,International Journal of Care Coordination,20534345,20534353,0.97,0.455,0.695
19700177101,International Journal of Care Pathways,20404026,20404034,,,
21100852999,International Journal of Caring Sciences,17915201,1792037X,0.21,0.116,0.426
12204,International Journal of Cast Metals Research,13640461,,0.79,0.387,0.671
21100792740,International Journal of Celiac Disease,23343427,23343486,,0.393,0.329
19700177309,International Journal of Cell Biology,16878876,16878884,4.43,1.887,1.395
38508,International Journal of Cell Cloning,7371454,,,,
100704,International Journal of Cement Composites,0142095X,,,,
32094,International Journal of Cement Composites and Lightweight Concrete,2625075,,,,
19700187515,International Journal of Central Banking,18154654,,1.71,2.39,1.59
17600155054,International Journal of Chemical Engineering,1687806X,16878078,1.07,0.327,0.489
26925,International Journal of Chemical Kinetics,5388066,10974601,1.43,0.543,0.755
130033,International Journal of Chemical Reactor Engineering,15426580,,0.86,0.306,0.503
20400195007,International Journal of Chemical Sciences,0972768X,,,0.128,0.344
19700175055,International Journal of ChemTech Research,9744290,24559555,,0.136,0.46
21100854840,International Journal of Child and Adolescent Health,19395930,,,,0.021
21100228541,International Journal of Child-Computer Interaction,22128689,,3.32,0.479,1.366
7200153157,International Journal of Children's Rights,9275568,15718182,0.5,0.312,0.762
19700181331,International Journal of Children's Spirituality,1364436X,,0.56,0.26,0.956
21100278321,International Journal of China Studies,21803250,,0.45,0.159,0.68
21100463075,International Journal of Chinese Education,2212585X,22125868,0.14,0.164,0.113
21100854631,International Journal of Christianity and Education,20569971,2056998X,,,0.032
35931,International Journal of Chronobiology,3009998,,,,
17963,International Journal of Circuit Theory and Applications,989886,1097007X,1.43,0.366,0.821
20000195053,"International Journal of Circuits, Systems and Signal Processing",19984464,,0.4,0.131,0.386
14742,International Journal of Circumpolar Health,12399736,22423982,0.89,0.4,0.457
21100244606,"International Journal of Civic, Political, and Community Studies",23270047,23272155,0.08,0.107,0.058
17700156604,International Journal of Civil Engineering,17350522,,1.34,0.438,1.375
21100785495,International Journal of Civil Engineering and Technology,9766308,9766316,2.76,0.246,0.153
21100207601,International Journal of Climate Change Strategies and Management,17568692,,0.87,0.353,0.605
21100824048,International Journal of Climate Change: Impacts and Responses,18357156,,,,
13507,International Journal of Climatology,8998418,10970088,3.7,1.797,1.516
21100854196,International Journal of Clinical Acupuncture,10471979,,,,0
26550,International Journal of Clinical and Experimental Hypnosis,207144,,1.01,0.397,0.519
17600155122,International Journal of Clinical and Experimental Medicine,19405901,,,0.374,0.373
17600155123,International Journal of Clinical and Experimental Pathology,19362625,,,0.589,0.546
3900148209,International Journal of Clinical and Health Psychology,16972600,,3.52,1.345,1.62
39613,International Journal of Clinical and Laboratory Research,9405437,,,,
19700166623,International Journal of Clinical Dentistry,19395833,,0.08,0.107,0.099
19400157164,International Journal of Clinical Leadership,1757207X,17572088,,,
39359,International Journal of Clinical Monitoring and Computing,1679945,,,,
62218,International Journal of Clinical Neuropsychology,7498470,,,,
29897,International Journal of Clinical Oncology,13419625,14377772,2.27,0.99,1.082
98193,International Journal of Clinical Pharmacology and Biopharmacy,3400026,,,,
22434,International Journal of Clinical Pharmacology and Therapeutics,9461965,,1.16,0.438,0.445
22435,International Journal of Clinical Pharmacology Research,2511649,,,,
40792,International Journal of Clinical Pharmacology Therapy and Toxicology,1744879,,,,
76675,"International Journal of Clinical Pharmacology, Therapy and Toxicology",3009718,,,,
19700182275,International Journal of Clinical Pharmacy,22107703,22107711,1.58,0.702,0.857
14745,International Journal of Clinical Practice,13685031,17421241,1.79,0.892,0.781
14747,"International Journal of Clinical Practice, Supplement",1368504X,,,0.135,
19400158819,International Journal of Clinical Rheumatology,17584272,17584280,,0.196,0.1
21100222558,International Journal of Clinical Skills,17530431,1753044X,,0.104,0
12755,International Journal of Clothing Science and Technology,9556222,,0.77,0.318,0.901
21100855995,International Journal of Cloud Computing,20439989,20439997,,,
27524,International Journal of Coal Geology,1665162,,5.14,2.186,2.036
12400154727,International Journal of Coal Preparation and Utilization,19392699,,1.4,0.623,1.139
21100432519,International Journal of Coal Science and Technology,20958293,21987823,2.76,2.063,1.943
19700186872,International Journal of Cognitive Informatics and Natural Intelligence,15573958,15573966,1.61,0.212,0.65
21100792737,"International Journal of Cognitive Research in Science, Engineering and Education",2334847X,23348496,0.1,0.124,0.103
19900191604,International Journal of Cognitive Therapy,19371209,19371217,1.66,0.963,0.642
19700174943,International Journal of Collaborative Research on Internal Medicine and Public Health,18404529,,,,
21615,International Journal of Colorectal Disease,1791958,14321262,1.6,1.054,1.086
12754,International Journal of COMADEM,13637681,,0.18,0.113,0.204
5700169134,International Journal of Commerce and Management,10569219,17588529,,,
