ISSN,T�tulo,Estrato
1355-770X,ENVIRONMENT AND DEVELOPMENT ECONOMICS (PRINT),A1
1387-585X,"ENVIRONMENT, DEVELOPMENT AND SUSTAINABILITY",B3
0378-1909,ENVIRONMENTAL BIOLOGY OF FISHES,B1
2211-4645,ENVIRONMENTAL DEVELOPMENT,B4
0364-152X,ENVIRONMENTAL MANAGEMENT (NEW YORK),B1
1364-8152,ENVIRONMENTAL MODELLING & SOFTWARE,A2
1180-4009,ENVIRONMETRICS (LONDON. ONT.),B3
1679-4974,EPIDEMIOLOGIA E SERVI�OS DE SA�DE,B2
2237-9622,EPIDEMIOLOGIA E SERVI�OS DE SA�DE,B2
1518-2487,EPTIC (UFS),B4
1807-2038,ESCRITOS (CURITIBA),B5
1315-0006,ESPACIO ABIERTO (CARACAS. 1992),B1
0798-1015,ESPACIOS (CARACAS),C 
2358-0224,"ESPA�O �TICA: EDUCA��O, GEST�O E CONSUMO",B5
2179-4421,ESPA�O P�BLICO PERI�DICO: PISEAGRAMA,C 
2525-1805,"ESTADO ABIERTO: REVISTA SOBRE EL ESTADO, LA ADMINISTRACI�N Y LAS POL�TICAS P�BLICAS",C 
1133-3197,ESTUDIOS DE ECONOM�A APLICADA (PRINT),B1
0425-368X,ESTUDIOS ECON�MICOS,B1
1851-1732,ESTUDIOS Y PERSPECTIVAS EN TURISMO (EN L�NEA),B1
1983-036X,ESTUDO & DEBATE (ONLINE),B3
0103-4014,ESTUDOS AVAN�ADOS,B2
1806-9592,ESTUDOS AVAN�ADOS (ONLINE),B2
0103-4014,ESTUDOS AVAN�ADOS (USP. IMPRESSO),B2
1806-9592,ESTUDOS AVAN�ADOS (USP.IMPRESSO),B2
1982-6729,ESTUDOS DO CEPE,B4
1413-4128,ESTUDOS DO CEPE (UNISC),B4
1676-3041,ESTUDOS E PESQUISAS EM PSICOLOGIA (UERJ. IMPRESSO),B2
1980-5357,ESTUDOS ECON�MICOS,B1
0101-4161,ESTUDOS ECON�MICOS (S�O PAULO. IMPRESSO),B1
0101-4161,ESTUDOS ECON�MICOS (USP. IMPRESSO),B1
1984-932X,ESTUDOS EM AVALIA��O EDUCACIONAL,B2
0103-6831,ESTUDOS EM AVALIA��O EDUCACIONAL (IMPRESSO),B2
2317-773X,ESTUDOS INTERNACIONAIS,B2
1413-0580,ESTUDOS SOCIEDADE E AGRICULTURA (UFRRJ),B2
0717-6236,EURE (SANTIAGO. EN L�NEA),B4
0250-7161,EURE (SANTIAGO. IMPRESA),B4
0176-2680,EUROPAISCHE ZEITSCHRIFT FUR POLITISCHE OKONOMIE / EUROPEAN JOURNAL OF POLITICAL ECONOMY,A1
1818-6300,EUROPEAN ARCHIVES OF PAEDIATRIC DENTISTRY (PRINT),B2
1148-5493,EUROPEAN CYTOKINE NETWORK (MONTROUGE),B1
0014-2921,EUROPEAN ECONOMIC REVIEW,A1
2211-9175,EUROPEAN ENERGY JOURNAL,B4
2052-7764,EUROPEAN JOURNAL OF ECONOMICS AND ECONOMIC POLICIES: INTERVENTION.,B1
1351-847X,EUROPEAN JOURNAL OF FINANCE (PRINT),A2
1121-760X,EUROPEAN JOURNAL OF HISTOCHEMISTRY,B2
0929-1261,EUROPEAN JOURNAL OF LAW AND ECONOMICS,A2
0301-2115,"EUROPEAN JOURNAL OF OBSTETRICS, GYNECOLOGY, AND REPRODUCTIVE BIOLOGY",B1
0377-2217,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,B1
1015-5759,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,A2
1450-216X,EUROPEAN JOURNAL OF SCIENTIFIC RESEARCH,B4
0967-2567,EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT (PRINT),B1
1361-4916,EUROPEAN REVIEW OF ECONOMIC HISTORY,A1
0295-5075,EUROPHYSICS LETTERS (PRINT),B1
1741-427X,EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE (PRINT),B1
1349-4961,EVOLUTIONARY AND INSTITUTIONAL ECONOMICS REVIEW (TOKYO),B1
1868-6478,EVOLVING SYSTEMS,B3
1205-6626,EXPERIMENTAL AND CLINICAL CARDIOLOGY,B4
1415-7802,EXTENS�O RURAL (SANTA MARIA),B4
1982-7261,EXTRA CLASSE: REVISTA DE TRABALHO E EDUCA��O,C 
1516-6503,FACEF PESQUISA,B4
1980-8526,FATECNOL�GICA (FATEC-JAHU),B5
1677-0439,FAZ CI�NCIA (UNIOESTE. IMPRESSO),B5
0354-5180,FILOMAT (UNIVERZITET U NISHU),B1
2314-3592,FILOSOF�A DE LA ECONOM�A,B5
1809-9238,FILOSOFIA (S�O PAULO),C 
1544-6123,FINANCE RESEARCH LETTERS (PRINT),B3
0968-5650,FINANCIAL HISTORY REVIEW,A2
0015-2218,FINANZARCHIV,A2
0430-5027,FINISTERRA (LISBOA. 1966),B2
1982-4688,FLORESTA (ONLINE) (CURITIBA),B4
1806-8863,FLOVET,B5
1981-223X,FOCO (FACULDADE NOVO MIL�NIO),B5
0306-9192,FOOD POLICY,A1
0015-749X,FOREST SCIENCE,B1
1874-6381,FORUM FOR SOCIAL ECONOMICS,B1
0867-6356,FOUNDATIONS OF COMPUTING AND DECISION SCIENCES,B5
2238-8869,"FRONTEIRAS: JOURNAL OF SOCIAL, TECHNOLOGICAL AND ENVIRONMENTAL SCIENCE",B4
2296-4185,FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,B5
1093-9946,FRONTIERS IN BIOSCIENCE (PRINT),A2
1664-302X,FRONTIERS IN MICROBIOLOGY (ONLINE),A2
1664-1078,FRONTIERS IN PSYCHOLOGY,B1
1878-6146,FUNGAL BIOLOGY,B1
0165-0114,FUZZY SETS AND SYSTEMS,A2
2046-1402,F1000RESEARCH,B4
0899-8256,GAMES AND ECONOMIC BEHAVIOR (PRINT),A1
2316-1108,G�NERO (NITER�I),B5
1981-9021,GEO UERJ (2007),B4
1518-2002,"GEOGRAFARES: REVISTA DO MESTRADO E DO DEPARTAMENTO DE GEOGRAFIA, CENTRO DE CI�NCIAS HUMANAS E NATURAIS (UFES)",B3
2178-0234,GEOGRAFIA EM QUEST�O (ONLINE),B3
0016-7363,GEOGRAPHICAL ANALYSIS,B4
1518-6059,GEONORDESTE (UFS),B4
2237-1419,GEONORTE,B5
2177-5230,GEOSUL,B1
0103-3964,GEOSUL (UFSC),B1
1809-614X,"GEPROS. GEST�O DA PRODU��O, OPERA��ES E SISTEMAS",B4
1984-2430,"GEPROS GEST�O DA PRODU��O, OPERA��ES E SISTEMAS",B4
1984-2430,"GEPROS. GEST�O DA PRODU��O, OPERA��ES E SISTEMAS (ONLINE)",B4
2175-5604,GERMINAL: MARXISMO E EDUCA��O EM DEBATE,B2
1806-9649,GEST�O & PRODU��O,B2
0104-530X,GEST�O & PRODU��O (UFSCAR. IMPRESSO),B2
1808-5792,GEST�O & REGIONALIDADE,B2
2176-5308,GEST�O & REGIONALIDADE (ONLINE),B2
2177-3068,GEST�O CONTEMPOR�NEA,B4
2446-8738,GEST�O E DESENVOLVIMENTO EM REVISTA,B5
1808-5792,GEST�O E REGIONALIDADE,B2
1980-5756,GEST�O E SOCIEDADE,B4
1980-5756,GEST�O E SOCIEDADE (UFMG),B4
0123-5834,GESTI�N & DESARROLLO,B5
2315-5094,GLOBAL ADVANCED RESEARCH JOURNAL OF AGRICULTURAL SCIENCE,B4
1744-8603,GLOBALIZATION AND HEALTH,B1
2364-4966,GRANULAR COMPUTING,B5
2152-3878,GREENHOUSE GASES: SCIENCE AND TECHNOLOGY,A2
1414-0268,GRIFOS (UNOESC),C 
0197-3975,HABITAT INTERNATIONAL,A2
1057-9230,HEALTH ECONOMICS (PRINT),A1
1949-5005,HEALTH (IRVINE),B4
0268-1080,HEALTH POLICY AND PLANNING (PRINT),A2
1980-0185,HEERA,B4
1980-0185,HEERA (UFJF. ONLINE),B4
1809-1261,HEGEMONIA (BRAS�LIA),B5
0103-409X,HISTORIA & PERSPECTIVAS (UFU),B3
1519-3314,HIST�RIA ECON�MICA & HIST�RIA DE EMPRESAS,B2
1807-1783,HIST�RIA E-HIST�RIA,B5
2236-1782,HIST�RIA UNISINOS,B2
2236-1782,HIST�RIA UNISINOS,B2
1519-3861,HIST�RIA UNISINOS,B2
2236-1782,HIST�RIA UNISINOS,B2
1122-8792,HISTORY OF ECONOMIC IDEAS (TESTO STAMPATO),B1
2240-9971,HISTORY OF ECONOMIC THOUGHT AND POLICY,A2
0018-2702,HISTORY OF POLITICAL ECONOMY,A1
2376-6700,HISTORY RESEARCH,B5
1518-1634,HOLOS (NATAL. IMPRESSO),B4
1808-3064,HORIZONTE CIENT�FICO (UBERL�NDIA),B5
0102-0536,HORTICULTURA BRASILEIRA (IMPRESSO),B2
0960-3271,HUMAN & EXPERIMENTAL TOXICOLOGY,B2
1982-6931,HUMANIDADES EM DI�LOGO (IMPRESSO),B5
0262-6667,HYDROLOGICAL SCIENCES JOURNAL,B1
2386-5768,IBERIAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,B5
0388-1237,IBEROAMERICANA,B5
1981-1179,ID ONLINE - REVISTA MULTIDISCIPLINAR E DE PSICOLOGIA,B4
0101-3106,IDE (S�O PAULO. IMPRESSO),B3
1950-5701,IDEAS,B4
0196-2892,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,A2
0885-8950,IEEE TRANSACTIONS ON POWER SYSTEMS,A2
0018-9529,IEEE TRANSACTIONS ON RELIABILITY,A2
0073-4721,IHERINGIA. S�RIE ZOOLOGIA (IMPRESSO),B2
1981-8769,IHU ON-LINE (UNISINOS. IMPRESSO),B5
1981-8793,IHU ON-LINE (UNISINOS. ONLINE),B5
0882-0139,IMMUNOLOGICAL INVESTIGATIONS,B2
1750-743X,IMMUNOTHERAPY (PRINT),B1
2236-269X,INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION,B5
0103-3905,INDICADORES ECON�MICOS FEE (IMPRESSO),B5
1806-8987,INDICADORES ECON�MICOS FEE (ONLINE),B5
0950-4222,INDUSTRY & HIGHER EDUCATION,B4
1023-3830,INFLAMMATION RESEARCH (PRINTED ED.),B1
0100-4409,INFORMA��ES ECON�MICAS (IMPRESSO),B5
1678-832X,INFORMA��ES ECON�MICAS (ONLINE),B5
0103-667X,INFORMATIVO ABRATES,B5
0100-3364,INFORME AGROPECU�RIO (BELO HORIZONTE),B5
1517-6258,INFORME ECON�MICO (UFPI),C 
1676-0670,INFORME GEPEC (IMPRESSO),B5
1679-415X,INFORME GEPEC (ONLINE),B5
2157-930X,INNOVATION AND DEVELOPMENT (PRINT),B4
1447-9338,"INNOVATION: MANAGEMENT, POLICY & PRACTICE",A2
1517-6940,INSIGHT INTELIG�NCIA (RIO DE JANEIRO),B4
2446-9696,INSITU,B5
0167-6687,INSURANCE. MATHEMATICS & ECONOMICS,A2
0160-2896,INTELLIGENCE (NORWOOD),B1
1518-7012,INTERA��ES (CAMPO GRANDE),B3
1984-042X,INTERA��ES (CAMPO GRANDE),B3
0378-1844,INTERCIENCIA (CARACAS),B2
2446-6549,INTERESPA�O: REVISTA DE GEOGRAFIA E INTERDISCIPLINARIDADE,B5
1982-8497,INTERESSE NACIONAL,C 
2237-7506,INTERFACE,B4
1806-9037,INTERFACE (NATAL),B4
1984-5677,INTERFACES BRASIL/CANAD�,B4
1913-9004,INTERNATIONAL BUSINESS RESEARCH,B1
2159-8312,INTERNATIONAL CRITICAL THOUGHT,B5
2159-8312,INTERNATIONAL CRITICAL THOUGHT (ONLINE),B5
0020-6598,INTERNATIONAL ECONOMIC REVIEW (PHILADELPHIA),A1
1612-4812,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,A2
1805-7306,INTERNATIONAL ECONOMICS LETTERS,B4
1554-7191,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,A2
1465-5489,INTERNATIONAL FORESTRY REVIEW,B1
1475-9276,INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH (ONLINE),B2
1097-0363,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,B1
1752-8224,INTERNATIONAL JOURNAL OF ACCOUNTING AND FINANCE (PRINT),B1
1687-5966,INTERNATIONAL JOURNAL OF AEROSPACE ENGINEERING (PRINT),B4
1530-7247,INTERNATIONAL JOURNAL OF APPLIED ECONOMICS AND ECONOMETRICS,A2
1833-3850,INTERNATIONAL JOURNAL OF BUSINESS AND MANAGEMENT,B5
1751-200X,INTERNATIONAL JOURNAL OF BUSINESS AND SYSTEMS RESEARCH (PRINT),B3
1936-2625,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY,B1
0166-5162,INTERNATIONAL JOURNAL OF COAL GEOLOGY,B1
1757-1170,INTERNATIONAL JOURNAL OF COMPUTATIONAL ECONOMICS AND ECONOMETRICS,B4
1793-821X,INTERNATIONAL JOURNAL OF COMPUTER THEORY AND ENGINEERING,B5
0218-8430,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS (SINGAPORE),B5
0975-833X,INTERNATIONAL JOURNAL OF CURRENT RESEARCH,C 
0973-1385,INTERNATIONAL JOURNAL OF ECOLOGICAL ECONOMICS AND STATISTICS (PRINT),B1
1742-7355,INTERNATIONAL JOURNAL OF ECONOMIC THEORY (PRINT),A1
1916-971X,INTERNATIONAL JOURNAL OF ECONOMICS AND FINANCE,B1
2162-6359,INTERNATIONAL JOURNAL OF ECONOMICS AND MANAGEMENT SCIENCES (IJEMS),B5
2229-6158,INTERNATIONAL JOURNAL OF ECONOMICS AND RESEARCH,B5
2248-9622,INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH AND APPLICATIONS (IJERA),B5
0957-4352,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,B2
2168-4812,INTERNATIONAL JOURNAL OF FINANCE AND ACCOUNTING,B3
1076-9307,INTERNATIONAL JOURNAL OF FINANCE AND ECONOMICS (PRINT),A2
1756-7130,INTERNATIONAL JOURNAL OF FINANCIAL MARKETS AND DERIVATIVES,A2
0169-2070,INTERNATIONAL JOURNAL OF FORECASTING,A1
0020-7276,INTERNATIONAL JOURNAL OF GAME THEORY (PRINT),A1
0954-7118,INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES,B1
1753-8270,INTERNATIONAL JOURNAL OF HOUSING MARKETS AND ANALYSIS (PRINT),B3
1748-5045,INTERNATIONAL JOURNAL OF INDUSTRIAL AND SYSTEMS ENGINEERING,B3
1741-5179,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND MANAGEMENT (ONLINE),B3
2318-9975,INTERNATIONAL JOURNAL OF INNOVATION,B4
2076-9806,INTERNATIONAL JOURNAL OF LABOUR RESEARCH,B4
0957-4093,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,B1
0143-7720,INTERNATIONAL JOURNAL OF MANPOWER,A2
2319-5886,INTERNATIONAL JOURNAL OF MEDICAL RESEARCH & HEALTH SCIENCES,C 
1752-0479,INTERNATIONAL JOURNAL OF MONETARY ECONOMICS AND FINANCE (PRINT),B1
0975-1491,INTERNATIONAL JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,C 
2042-7174,INTERNATIONAL JOURNAL OF PHARMACY PRACTICE,B5
1757-5656,INTERNATIONAL JOURNAL OF PLURALISM AND ECONOMICS EDUCATION,B1
0891-1916,INTERNATIONAL JOURNAL OF POLITICAL ECONOMY,B1
0925-5273,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,A2
1661-8556,INTERNATIONAL JOURNAL OF PUBLIC HEALTH (PRINT),A2
2076-734X,INTERNATIONAL JOURNAL OF RESEARCH AND REVIEWS IN APPLIED SCIENCES,C 
2059-1977,INTERNATIONAL JOURNAL OF RESEARCH IN ENVIRONMENTAL STUDIES,C 
1949-0194,INTERNATIONAL JOURNAL OF RESEARCH IN NURSING,C 
2313-3759,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH AND INNOVATIVE TECHNOLOGY,C 
0306-8293,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,A2
1357-1516,INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS (PRINT),A1
0218-4885,"INTERNATIONAL JOURNAL OF UNCERTAINTY, FUZZINESS AND KNOWLEDGE-BASED SYSTEMS",B3
2182-9535,INTERNATIONAL JOURNAL ON WORKING CONDITIONS,B3
1450-2887,INTERNATIONAL RESEARCH JOURNAL OF FINANCE AND ECONOMICS,C 
0269-2171,INTERNATIONAL REVIEW OF APPLIED ECONOMICS,A2
1465-3486,INTERNATIONAL REVIEW OF APPLIED ECONOMICS (ONLINE),A2
1059-0560,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,A1
1057-5219,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,A2
0144-8188,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,A1
0927-5940,INTERNATIONAL TAX AND PUBLIC FINANCE,A1
2317-1456,INTERSE��ES - REVISTA DE ESTUDOS INTERDISCIPLINARES,B3
1807-1384,INTERTHESIS (FLORIAN�POLIS),B3
1613-0960,INTERVENTION. EUROPEAN JOURNAL OF ECONOMICS AND ECONOMIC POLICIES,B1
1613-0960,INTERVENTION: EUROPEAN JOURNAL OF ECONOMICS AND ECONOMIC POLICIES,B1
0185-1667,INVESTIGACI�N ECON�MICA - FACULTAD DE ECONOM�A DE LA UNIVERSIDAD NACIONAL AUT�NOMA DE M�XICO,A2
0185-1667,INVESTIGACI�N ECON�MICA. FACULTAD DE ECONOM�A DE LA UNIVERSIDAD NACIONAL AUT�NOMA DE M�XICO,A2
0021-0552,IOWA LAW REVIEW,B5
2090-8938,ISRN ECONOMICS,C 
2193-9020,IZA JOURNAL OF LABOR & DEVELOPMENT,A2
1460-7425,JASSS (GUILDFORD),B1
2175-2095,JORNAL BRASILEIRO DE ECONOMIA DA SA�DE,B4
0101-2800,JORNAL BRASILEIRO DE NEFROLOGIA,B2
1676-2444,JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL,B4
1806-3713,JORNAL BRASILEIRO DE PNEUMOLOGIA (IMPRESSO),B2
0258-2384,JOURNAL F�R ENTWICKLUNGSPOLITIK,B4
1054-139X,JOURNAL OF ADOLESCENT HEALTH,B1
0197-6729,JOURNAL OF ADVANCED TRANSPORTATION,B1
1187-7863,JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL ETHICS,B1
0021-857X,JOURNAL OF AGRICULTURAL ECONOMICS,A1
1680-7073,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,B1
1745-6622,JOURNAL OF APPLIED CORPORATE FINANCE,B5
0883-7252,"JOURNAL OF APPLIED ECONOMETRICS (CHICHESTER, ENGLAND)",A1
1099-1255,"JOURNAL OF APPLIED ECONOMETRICS (CHICHESTER, ENGLAND. ONLINE)",A1
1514-0326,JOURNAL OF APPLIED ECONOMICS,A2
1857-8721,JOURNAL OF APPLIED ECONOMICS AND BUSINESS,B5
1110-757X,JOURNAL OF APPLIED MATHEMATICS,B5
1360-0532,JOURNAL OF APPLIED STATISTICS,B2
0266-4763,JOURNAL OF APPLIED STATISTICS,B2
0378-4266,JOURNAL OF BANKING & FINANCE (PRINT),A1
2214-6350,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,B3
2155-9821,JOURNAL OF BIOPROCESSING & BIOTECHNIQUES,B5
0735-0015,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,A1
0148-2963,JOURNAL OF BUSINESS RESEARCH,B1
2157-7048,JOURNAL OF CHEMICAL ENGINEERING & PROCESS TECHNOLOGY,B4
0268-2575,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY (1986),B1
1934-7359,JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE (PRINT),B3
1793-821X,JOURNAL OF CLEAN ENERGY TECHNOLOGIES,B5
0959-6526,JOURNAL OF CLEANER PRODUCTION,A2
0021-9797,JOURNAL OF COLLOID AND INTERFACE SCIENCE (PRINT),A2
0147-5967,JOURNAL OF COMPARATIVE ECONOMICS (PRINT),A1
2051-1310,JOURNAL OF COMPLEX NETWORKS,B5
0377-0427,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,B1
0885-2545,JOURNAL OF CULTURAL ECONOMICS,A2
2157-7099,JOURNAL OF CYTOLOGY AND HISTOLOGY,B5
1680-743X,JOURNAL OF DATA SCIENCE (PRINT),B5
2054-0906,JOURNAL OF DEMOGRAPHIC ECONOMICS,A2
0300-5712,JOURNAL OF DENTISTRY,B1
1561-0411,JOURNAL OF DEVELOPMENT AND ECONOMIC POLICIES,B1
0304-3878,JOURNAL OF DEVELOPMENT ECONOMICS (PRINT),A1
0022-0388,JOURNAL OF DEVELOPMENT STUDIES,A1
0304-4076,JOURNAL OF ECONOMETRICS,A1
2379-9463,JOURNAL OF ECONOMIC AND FINANCIAL STUDIES,B5
0167-2681,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,A1
0165-1889,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,A1
1468-2702,JOURNAL OF ECONOMIC GEOGRAPHY (PRINT),A1
0021-3624,JOURNAL OF ECONOMIC ISSUES,A1
1350-178X,JOURNAL OF ECONOMIC METHODOLOGY,A1
1748-7870,JOURNAL OF ECONOMIC POLICY REFORM (PRINT),A1
2193-2409,JOURNAL OF ECONOMIC STRUCTURES,B1
0144-3585,JOURNAL OF ECONOMIC STUDIES (BRADFORD),A2
0022-0531,JOURNAL OF ECONOMIC THEORY (PRINT),A1
1058-6407,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,A1
2334-2382,JOURNAL OF ECONOMICS AND DEVELOPMENT STUDIES,B5
2032-9652,JOURNAL OF ECONOMICS AND ECONOMETRICS,B5
2006-9812,JOURNAL OF ECONOMICS AND INTERNATIONAL FINANCE,B5
2148-8347,JOURNAL OF ECONOMICS AND POLITICAL ECONOMY,B5
1083-9798,JOURNAL OF EMERGING MARKETS,B1
2310-3280,JOURNAL OF EMPIRICAL ECONOMICS,C 
0927-5398,JOURNAL OF EMPIRICAL FINANCE,A1
1085-7443,JOURNAL OF ENERGY FINANCE & DEVELOPMENT,B1
2152-2219,JOURNAL OF ENVIRONMENTAL PROTECTION (ONLINE),B4
2152-2197,JOURNAL OF ENVIRONMENTAL PROTECTION (PRINT),B4
1934-8932,JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING,C 
2162-5263,JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING B,C 
1756-5383,JOURNAL OF EVIDENCE-BASED MEDICINE,B4
2241-0998,JOURNAL OF FINANCE AND INVESTMENT ANALYSIS,B5
1479-8409,JOURNAL OF FINANCIAL ECONOMETRICS,A1
2359-1005,JOURNAL OF FINANCIAL INNOVATION,B5
1042-9573,JOURNAL OF FINANCIAL INTERMEDIATION (PRINT),A1
0920-8550,JOURNAL OF FINANCIAL SERVICES RESEARCH,A1
1572-3089,JOURNAL OF FINANCIAL STABILITY,A2
1045-4446,JOURNAL OF FOOD PRODUCTS MARKETING,B3
0277-6693,JOURNAL OF FORECASTING (PRINT),A1
1573-2916,JOURNAL OF GLOBAL OPTIMIZATION (DORDRECHT. ONLINE),A2
1047-8310,JOURNAL OF HIGH TECHNOLOGY MANAGEMENT RESEARCH,B2
1388-3127,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,B2
1088-1980,JOURNAL OF INDUSTRIAL ECOLOGY,B1
1744-1382,JOURNAL OF INSTITUTIONAL ECONOMICS (ONLINE),A2
1530-7638,JOURNAL OF INTEGER SEQUENCES,B3
1556-8520,JOURNAL OF INTERNATIONAL AGRICULTURAL TRADE AND DEVELOPMENTS,A2
1940-655X,JOURNAL OF INTERNATIONAL AND GLOBAL ECONOMIC STUDIES,B1
1544-8037,JOURNAL OF INTERNATIONAL BUSINESS AND ECONOMICS,C 
1544-0222,JOURNAL OF INTERNATIONAL BUSINESS RESEARCH (PRINT),B5
0919-8636,JOURNAL OF INTERNATIONAL COOPERATION STUDIES,C 
0954-1748,JOURNAL OF INTERNATIONAL DEVELOPMENT,A2
0022-1996,JOURNAL OF INTERNATIONAL ECONOMICS (PRINT),A1
0261-5606,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,A1
1477-0024,JOURNAL OF INTERNATIONAL TRADE LAW & POLICY,B3
0734-306X,JOURNAL OF LABOR ECONOMICS,A1
1469-767X,JOURNAL OF LATIN AMERICAN STUDIES (ONLINE),A2
0022-216X,JOURNAL OF LATIN AMERICAN STUDIES (PRINT),A2
2374-2682,JOURNAL OF LAW AND CRIMINAL JUSTICE,C 
0164-0704,JOURNAL OF MACROECONOMICS,A1
0304-8853,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,B1
0957-4530,JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE,B1
0304-4068,JOURNAL OF MATHEMATICAL ECONOMICS (PRINT),A1
2159-5291,JOURNAL OF MATHEMATICS AND SYSTEM SCIENCE,B5
0304-3932,JOURNAL OF MONETARY ECONOMICS (PRINT),A1
0022-2879,"JOURNAL OF MONEY, CREDIT AND BANKING",A1
1042-444X,JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,A2
1058-2452,JOURNAL OF MUSCULOSKELETAL PAIN,B3
2055-7795,JOURNAL OF NETWORK THEORY IN FINANCE (PRINT),B5
1937-321X,"JOURNAL OF NEUROSCIENCE, PSYCHOLOGY, AND ECONOMICS",B3
2001-7367,JOURNAL OF OFFICIAL STATISTICS (ONLINE),B2
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,A2
1343-4934,JOURNAL OF ORAL SCIENCE,B2
0306-6150,JOURNAL OF PEASANT STUDIES,A2
1476-5543,JOURNAL OF PERINATOLOGY,B1
2052-3211,JOURNAL OF PHARMACEUTICAL POLICY AND PRACTICE,B5
0161-8938,JOURNAL OF POLICY MODELING,A1
0160-3477,JOURNAL OF POST KEYNESIAN ECONOMICS,A1
1687-952X,JOURNAL OF PROBABILITY AND STATISTICS,B5
0895-562X,JOURNAL OF PRODUCTIVITY ANALYSIS,A1
1053-1858,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,A2
1467-9779,JOURNAL OF PUBLIC ECONOMIC THEORY,A1
1097-3923,JOURNAL OF PUBLIC ECONOMIC THEORY (PRINT),A1
0022-4146,JOURNAL OF REGIONAL SCIENCE,A1
1929-7092,JOURNAL OF REVIEWS ON GLOBAL ECONOMICS,C 
0743-0167,JOURNAL OF RURAL STUDIES,A2
1440-2440,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,A2
1687-725X,JOURNAL OF SENSORS,B5
2047-7473,JOURNAL OF SOFTWARE MAINTENANCE AND EVOLUTION: RESEARCH AND PRACTICE,B5
1836-5655,JOURNAL OF SPATIAL SCIENCE,B5
2241-0384,JOURNAL OF STATISTICAL AND ECONOMETRIC METHODS,B5
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT),B1
1742-5468,JOURNAL OF STATISTICAL MECHANICS,B2
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE (PRINT),B1
1538-7887,JOURNAL OF STATISTICAL THEORY AND APPLICATIONS,B5
2168-9458,Journal of Stock & Forex Trading,B5
2326-3636,JOURNAL OF STRATEGIC AND INTERNATIONAL STUDIES,B5
0718-2724,JOURNAL OF TECHNOLOGY MANAGEMENT & INNOVATION,B3
0103-5053,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY (IMPRESSO),B2
1053-8372,JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,A2
